Categories|Name 1|Name 2|Phone|Address 1|Address 2
|Clear Sky Associates, LLC|Amerismog|(408) 264-7664|2250 Lincoln Ave|San Jose CA 95125
|Decorative Paving, Inc.|n/a|408-590-0140|3255 Scott Boulevard|Santa Clara CA 95050
|V & J Pure Water||4084276218|3975 Senter Rd|San Jose CA 95111
|All Bay Farmers' Market Association||6692375564|No physical address|
|Clarke Property Maintenance, Inc.||4087721252|PO Box 24828|San Jose CA 95154
|De Anza Force||4086790664|po box 2728|cupertino CA 95014
|LFC IA Bay Area||503-703-1463|6081 Meridian Ave, Suite 70 #241|San Jose CA 95120
|Harmony Flooring Kitchen Bath and More||650.919.4534|2236 S Bascom|Campbell CA 95008
|199 Martha St LLC||209-740-1323|199 Martha St|San Jose CA 94112
|DiDi Research America, LLC||650-336-0832|450 National Avenue|Mountain View CA 94043
|zPREDICTA, Inc.||408-800-1035|5941 Optical Court, Suite 218|San Jose CA 95138
|Daniel's B & M Cars||408-739-1984|848 E West Evelyn Ave.|Sunnyvale CA 94086
|Disney Store, USA, LLC,||408-225-8275|925 Blossom Hill Road, Space E-12|San Jose, CA CA 95123
|FUJIFILM Wako Diagnostics U.S.A. Corporation||650-447-8173|1025 Terra Bella Ave.|Mountain View CA 94043
|Upskilled Canines|Upskilled Canines|(408) 462-1410|No physical address|
|Morgan Hill Police Department||(408) 612-1642|16200 Vineyard Boulevard|Morgan Hill CA 95037
|ANA FURNITURE|ANA FURNITURE|408-849-8198|1590 Berryessa  Road|San Jose CA 95133
|Gustavo Silva||(408)-661-3287|No physical address|
|Double Ten Celebration Committee Sf Bay Area||650-576-7223|100 S Milpitas Blvd|Milpitas CA 95035
|H & H SANITATION SERVICES CO.||408-464-4108|No physical address|
|Peninsula Open Space Trust||6503526334|222 High St|Palo Alto CA 94301
|TERRA PACIFIC WASTE MANAGEMENT CONSTRUCTION INC||8007651308|2081 BUSINESS CENTER DR, #230|IRVINE CA 92612
|Natural Orange Inc|Planet Orange|408-792-6506|434 Park Avenue|San Jose CA 95110
|City of Los Altos - City Hall||650-947-2888|1 N. San Antonio Road|Los Altos CA 94022
|Auto Tec LLC||408-866-8366|2875 S. Winchester Blvd. Ste. D|Campbell CA 95008
|Touch Of London Spa|Touch Of London Spa|408-298-4899|1275 Lincoln Avenue, Suite 8|San Jose CA 95126
|Loaves and Fishes Family Kitchen||408-922-9287|No physical address|
|Actual Auto Accessories||8316828005|1200 berryessa road|Salinas CA 95133
|See's Candies||855-877-7988|1640 S Bascom Ave|Campbell CA 95008
|Swimming Pool Repair,Inc||6505330239|655 S  Fair Oaks|Sunnyvale CA 94087
|Professional Asbestos Removal Corporation|PARC Environmental|(559) 999-5455|No physical address|
|San Jose Flea Market||4084139550|1590 Berryessa road|San Jose CA 95133
|AIS Ventures Corp||4082923334|201 E Taylor St|San Jose CA 95112
|Awakening massage||408-477-4675|498 Park Avenue|San Jose CA 95110
|D & D Jelwery||408-453-1110|1590 Berryesa RD|San Jose CA 95133
|tyfani's Clothing||650-518-4455|1590 Berryessa Road|San Jose CA 95133
|Zhaoyu Cultural Foundation||6502899942|4600 El Camino Real, Suite 205/207|Los Altos CA 94022
|Smith's GTS||831.319.1458|No physical address|
|Fit Food Cuisine LLC||408613-7413|1053 Lincoln Ave Suite 100|San Jose CA 95125
|Thai Decor||4156760227|No physical address|
|Orchard Ultrasound Innovation, LLC||(650)521-2149|1253 Reamwood Ave|Sunnyvale CA 94089
|Monarch Leasing Inc.|Monarch Truck Center|408-275-0500|195 N 30th St.|San Jose CA 95116
|Urbanism Designs LLC|Urbanism Designs LLC|408-218-6705|1614 Edmonton Ave.|Sunnyvale CA 94087
|Organize This Place LLC|Organize This Place LLC|408-978-8564|No physical address|
|American Power Washing & Sanitation, Inc.||669.214.6575|No physical address|
|Kalam Li LMFT||408-785-2154|920 Saratoga Avenue, #212|San Jose CA 95129
|Communication Zone||4084120663|No physical address|
|OBSESSION SKIN AND BODY CARE||4083688597|3033 MOORPARK AVE #21|SAN JOSE CA 95128
|Cramers Bagels||4082467580|495 El Camino Real #131|Santa Clara CA 95050
|Arris||4088297418|2450-2500 Walsh Ave|Santa Clara CA 95056
|The Pommerien Ballet School, LLC|Tutu School Morgan Hill|650-714-4488|16375 Monterey Road, Suite G|Morgan Hill CA 95037
|Morgan Hill Interiors||4087793116|365 Tennant Ave|Morgan Hill CA 95037
|Alexander D. Doan, MD|ADMD|408-998-2890|105 N Bascom Ave, Ste 205|San Jose CA 95128
|osc collision center llc||408 821 7750|314 martin  ave|santa clara CA 95050
|Windmill Mobile Estate||408-779-3355|575 San Pedro Ave|Morgan Hill CA 95037
|Aerial Tumbling and Acrogymnastics Inc.||408-224-5437|1661 Foxworthy Avenue|San Jose CA 95124
|PsiQuantum, Corp.||603-930-1789|700 Hansen Way|Palo Alto CA 94304
|Rachel Notor||4085067262|No physical address|
|Sousa's Garage Doors Inc||408-202-4730|2908 Lafayette St|Santa Clara CA 95051
|Windmill Mobile Estate||408-779-3355|575 San Pedro Ave|Morgan Hill CA 95037
|Aerial Tumbling and Acrogymnastics Inc.||408-224-5437|1661 Foxworthy Avenue|San Jose CA 95124
|PsiQuantum, Corp.||603-930-1789|700 Hansen Way|Palo Alto CA 94304
|MAQ Pack Martial Arts LLC||408-202-4384|16965 Monterey Rd #120|Morgan Hill CA 95037
|J & J Luxury Hair and Nails Salon||4088210273|1410 Dempsey Rd|Milpitas CA 95035
|Sunrise Forklift, Inc.||(408) 2983212|645 west Hedding street|San Jose CA 95110
|Teradyne Inc.||4083078415|936 Hamlin Court|Sunnyvale CA 94089
|Nancy Doize School of Dance||4084109134|2980 & 2982 Union Ave|San Jose CA 95124
|System Biosciences LLC||650-968-2200|2438 Embarcadero Way|Palo Alto CA 94303
|City of San Jose- Happy Hollow Park & Zoo Zoo Operations|Happy Hollow Park & Zoo Zoo Operations|408-794-6519|1300 Senter Road|San Jose CA 95112
|ELDORADO LIQUOR AND MARKET||408 786 7638|449 KEYES ST.|SAN JOSE CA 95112
|Google LLC|N/A|650-214-0558|2027 Stierlin Court|Mountain View CA 94043
|Google LLC|N/A|650-214-0558|815 11th Avenue|Sunnyvale CA 94089
|Google LLC|N/A|650-214-0558|1184 N. Mathilda Avenue|Sunnyvale CA 94089
|Google LLC|N/A|650-214-0558|1600 North Shoreline Boulevard|Mountain View CA 94043
|Google LLC|N/A|650-214-0558|1808 North Shoreline Boulevard|Mountain View CA 94043
|Google LLC|N/A|650-214-0558|1340 Space Park Way|Mountain View CA 94043
|Google LLC|N/A|650-214-0558|5087 Disk Drive|San Jose CA 95134
|Rebekah Children's Services||408-846-2154|290 IOOF Avenue|Gilroy CA 95020
|A&D Engineering, Inc.||408-425-0121|1756 Automation Parkway|San Jose CA 95131
|Inderjeet Bhamra DPM PC||4088924830|2685 Hesselbein way|San Jose CA 95148
|LinkedIn Corporation||4082204766|815 W Maude Ave|Sunnyvale CA 94085
|OVOLO Interiors||669-200-9727|No physical address|
|innogy New Ventures LLC||6506563836|437 Kipling Street|Palo Alto CA 94301
|Young's Market Company||714-352-1579|2202 Junction Avenue|San Jose CA 95131
|A1 Mand tires & wheels inc||408-966-2954|2345 El Camino Real|Santa clara CA 95050
|Pharmacyclics, an AbbVie company||847 417 6831|995 / 997 E. Arques Avenue|Sunnyvale CA 94085
|MAQ Pack Martial Arts LLC||408-202-4384|16965 Monterey Rd #120|Morgan Hill CA 95037
|J & J Luxury Hair and Nails Salon||4088210273|1410 Dempsey Rd|Milpitas CA 95035
|Sunrise Forklift, Inc.||(408) 2983212|645 west Hedding street|San Jose CA 95110
|Proofpoint Inc.||650-862-5754|892 Ross Drive, 888 Ross Drive, 894 Ross Drive|Sunnyvale CA 94089
|COMMERCIAL MATERIAL AND DOOR SUPPLY, INC|COMMERCIAL MILL AND BUILDERS SUPPLY|(408) 432-3383|1210 AMES AVENUE|MILPITAS CA 95035
|Evergreen Urgent Care Inc||4082585083|2365 Quimby Road Suite 160|San Jose CA 95122
|Evergreen Sleep Center||4082585083|200 Jose Figueres Avenue Suite 180,|San Jose CA 95116
|PBC San Jose, LLC|Pacific Workplaces|408-332-5800|111 N. Market St., Suite 300|San Jose CA 95113
|SAM Camp, Inc||408-832-5967|No physical address|
|Teradyne Inc.||4083078415|936 Hamlin Court|Sunnyvale CA 94089
|Nancy Doize School of Dance||4084109134|2980 & 2982 Union Ave|San Jose CA 95124
|MightyMite Termite Services||4083773761|215 E. Hacienda Avenue|Campbell CA 95008
|Cilker 11 Moffett Park, LP|Moffett Park|408.264.2534 x 207|385 Moffett Park Drive|Sunnyvale CA 95089
|OVOLO Interiors||669-200-9727|No physical address|
|innogy New Ventures LLC||6506563836|437 Kipling Street|Palo Alto CA 94301
|Young's Market Company||714-352-1579|2202 Junction Avenue|San Jose CA 95131
|A1 Mand tires & wheels inc||408-966-2954|2345 El Camino Real|Santa clara CA 95050
|Proofpoint Inc.||650-862-5754|892 Ross Drive, 888 Ross Drive, 894 Ross Drive|Sunnyvale CA 94089
|COMMERCIAL MATERIAL AND DOOR SUPPLY, INC|COMMERCIAL MILL AND BUILDERS SUPPLY|(408) 432-3383|1210 AMES AVENUE|MILPITAS CA 95035
|Sousa's Garage Doors Inc||408-202-4730|2908 Lafayette St|Santa Clara CA 95051
|Pharmacyclics, an AbbVie Company||847 417 6831|930 De Guigne Dr.|Sunnyvale CA 94085
|Joseph Martin Distributing, Inc.||4084321400|2038 Concourse Drive, Unit D|San jose CA 95131
|PBC San Jose, LLC|Pacific Workplaces|408-332-5800|111 N. Market St., Suite 300|San Jose CA 95113
|SAM Camp, Inc||408-832-5967|No physical address|
|MightyMite Termite Services||4083773761|215 E. Hacienda Avenue|Campbell CA 95008
|BaySport Inc.||408-395-7300|14830 Los Gatos Blvd. Suite 101|Los Gatos CA 95032
|COVIA, Inc|Atlas School of Dance at the Branham Dance Center|408-461-1129|1088 Branham Lane|San Jose CA 95136
|Environmental Volunteers||650-493-8000|2560 Embarcadero Rd|Palo Alto CA 94303
|DIANA COLLECTION||408-623-3170|1111 STORY ROAD, STE 1095|SAN JOSE CA 95122
|Arlo Techonologies, Inc||5302004231|3030 Orchard Parkway|San Jose CA 95123
|BioIVT||5593069579|3010 Kenneth Street|Santa Clara CA 94054
|CY Vision Inc.||6692305082|101 Metro Drive, STE 266|San Jose CA 95110
|Three VS Inc.|South Bay Truck & Car Wash|4082922893|955 Oakland Rd|San Jose CA 95112
|Enterprise Rent A Car Company of San Francisco LLC||916-521-5564|1485 KERLEY DR|SAN JOSE CA 95112
|Urban Markets, LLC|San Pedro Square Market|4089057209|87 N San Pedro St|San Jose CA 95110
|GA Parkway Property LLC||650-857-1793|2933 Bunker Hill lane|Santa Clara CA 95054
|Phyllis Klein||650-921-3429|825 San Antonio Road Ste 101|Palo Alto CA 94303
|GREENWASTE OF PALO ALTO||650-575-0571|2765 LAFEYETTE ST|SANTA CLARA CA 95050
|Eberhardt Partnership|dba Acme Saw Sales and Service|408-293-1969|1685 Angela St Unit 5|San Jose CA 95125
|American Power Washing & Sanitation, Inc.||669.214.6575|No physical address|
|San Jose Water Company||408-279-7812|1221B South Bascom Ave|San Jose CA 95128
|Volvo San Jose||408-983-2400|4600 Stevens Creek Blvd, San Jose, CA 95129|San Jose CA 95129
|LDA HELP INC.||408-298-3377|1376 EAST SANTA CLARA STREET|SAN JOSE CA 95116
|osc collision center llc||408 821 7750|314 martin  ave|santa clara CA 95050
|Pharmacyclics, an AbbVie company||847 417 6831|995 / 997 E. Arques Avenue|Sunnyvale CA 94085
|Rachel Notor||4085067262|No physical address|
|Evergreen Urgent Care Inc||4082585083|2365 Quimby Road Suite 160|San Jose CA 95122
|True-Tech Water, inc.||(408) 446-3334|1243 Teresita Drive|San Jose CA 95129
|Evergreen Sleep Center||4082585083|200 Jose Figueres Avenue Suite 180,|San Jose CA 95116
|Cilker 11 Moffett Park, LP|Moffett Park|408.264.2534 x 207|385 Moffett Park Drive|Sunnyvale CA 95089
|Google LLC|N/A|650-214-0558|1055 Joaquin Road|Mountain View CA 94043
|GREWAL FOOD AND LIQUOR||408 464 3634|1711 MCLAUGHLIN AVE.|SAN JOSE CA 95122
|San Jose Berryessa Flea Market, space , 16th Street||1(408)479-1897|1590 Berryessa Rd|San Jose CA 95133
|Kaloci & Son Foreign Auto Repair||408-730-8878|810 West Evelyn Ave|Sunnyvale CA 94086
|Teach Social Therapy Group|Social Thinking-Stevens Creek|408-244-2005|3550 Stevens Creek Blvd. Suite 200|San Jose CA 95117
|City of Mountain View (City Hall)||650.903.6057|500 Castro Street, Mountain View, CA 94041|Mountain View CA 94041
|Casa Vasona Apartments||4082608596|859 University Ave|Los Gatos CA 95032
|SILICON VALLEY SOIL CONSULTANTS, INC.|SILICON VALLEY SOIL ENGINEERING|408-324-1400|1916 O'TOOLE WAY|SAN JOSE CA 95131
|Palo Alto Therapy A Licensed Clinical Social Worker Corporation||650.461.9026|940 Saratoga Ave Ste 240|San Jose CA CA 95129
|Nissha USA, Inc.||6692240459|2001 Gateway Place Suite600W|San Jose CA 95110
|Google LLC|N/A|650-214-0558|1616 North Shoreline Blvd|Mountain View CA 94043
|Google LLC|N/A|650-214-0558|1585 Charleston Road|Mountain View CA 94043
|O.L.S. Energy-Agnews, Inc.|NA|4083614928|3800 Cisco Way|San Jose CA 95134
|Los Esteros Critical Energy Center|NA|4083614928|800 Thomas Foon Chew Way|San Jose CA 95134
|Newport Apartments||408.370.7977|575 W. Hacienda Ave.|Campbell CA 95008
|DEL SOL BISTRO||4087127417|1250 E ARQUES AVE|SUNNYVALE CA 94085
|HalloApp, Inc.||650-919-3535|425 Sherman Ave, Suite 230|Palo Alto CA 94301
|Tecora Sell||6505180602|1590 Berryessa Rd|San Jose CA 95133
|Paulino Perez|N/A|669-293-7151|No physical address|
|Javier Ortega/Golden Memorial||408-309-5538|1590 Berryessa Road #C-105|San Jose CA 95133
|Turnleaf Apartments||408-378-9138|3201 Loma Verde Drive|San Jose CA 95117
|Watches Repair and Sale.||669-292-7246|1590 Berryessa Road  #220 K|San Jose CA 95133
|The Waters||4083093870|905 W. Middlefield Road|Mountain View CA 94043
|Chateau Cupertino||408-446-4300|10150 Torre Ave|Cupertino CA 95014
|NetBase Solutions Inc.||650-810-2111|3960 Freedom Circle, Suite 201|Santa Clara CA 95054
|Emma Prusch Farm House||408-794-6260|647 S. King Rd|San Jose, Ca CA 95116
|Vibha||6502243421|No physical address|
|Family Treasures Estate Liquidators|Family Treasures Estate Liquidators|4084648220|No physical address|
|pH Pool & Spa, Inc.||408-225-4772|No physical address|
|Performance Dynamic||6696661586|1483 Laurelwood Rd|Santa Clara CA 95054
|Mountain View Volleyball Club, Inc.|MVVC|408 329-0488|No physical address|
|SIMRAND, LLC||408-266-3033|5339 Romford Dr|San Jose CA 95124
|Regus Management Group, LLC||408-573-6112|2033 Gateway Place Suite 500|San Jose CA 95110
|Ascendis Pharma, Inc.||650-407-7513|500 Emerson Street|Palo Alto CA 94301
|Conference Technologies Inc.||(415) 849-9404|46727 Fremont Blvd.|Fremont CA 94538
|BIG MUG COFFEE ROASTER||9713003246|3014 EL CAMINO REAL|SANTA CLARA CA 95051
|thanh son hien khanh||4089661134|990 story rd #60|san jose CA 95122
|West Coast Food Service||408-410-7670|100 Skyway dr.|San Jose CA 95111
|Araujo's Mexican Grill, Inc - 4FF1682||408-809-1602|Commissary Address: 3070 Senter Rd|San Jose CA 95111
|ThermoFisher Scientific||408-731-5980|3380 Central Expressway|Santa Clara CA 95051
|LEXIBRAND ICE LLC|KONA ICE SOUTH SAN JOSE|4088760369|No physical address|
|Foo Acupuncture Clinic||4155713642|990 W Fremont Ave Suite N|Sunnyvale CA 94087
|CHEZTAKOS!!!||(408) 841-0236|No physical address|
|Cuernavaca Homeowner Association||831-917-1350|1200 Cuernavaca Circulo|Mountain View CA 94040
|Cascade drilling||7073783768|3451 Collins ave|Richmond CA 94806
|Friendly Pharmacy Inc.|dba.Friendly #1 Pharmacy|4082260200|485 Lewis Rd. suite D|San Jose CA 95111
|Orchard Valley Coffee||408-374-2115|349 E. Campbell Avenue|Campbell CA 95008
|Somisomi/Sul&beans Cupertino|Ntran, Inc|4086551117|19540 Vallco Parkway ste 160|Cupertino CA 95014
|HC Mechanical Servive||4082569111|No physical address|
|Merritt Three, LP a limited partnership|Saf Keep Storage|408-957-0500|1680 S. Main Street|Milpitas CA 95035
|Pacific Carpets Inc.||714-842-9115 ext. 222|17752 Metzler Ln|Huntington Beach CA 92647
|Silicon Valley Girls Softball League|Sunnyvale Girls Softball League|408-203-2691|Cupertino Middle School Softball Field 1650 S Bernardo Ave|Sunnyvale CA 94087
|Adams Pool Solution||(925) 519-4392|1271 Poplar|Sunnyvale CA 94086
|USC FLOORING PRODUCTS, INC.||408-294-1335|922 N. 9th Street|SAN JOSE CA 95112
|CBRE Inc.||4254219045|1075 La Avenida|Moutain View CA 94043
|Jivan Builders Inc||(909)343-8667|23121 Plaza Pointe Dr, Ste 109|Laguna Hills CA 92653
|City of Mountain View (Senior Center)||(650) 903-6410|266 Escuela Ave|Mountain View CA 94040
|Palantir Technologies, Inc.||408-390-5238|100 Hamilton Ave|Palo Alto CA 94301
|A Plus Tree, Inc.||707-644-1672|3490 Buskirk Ave|Pleasant Hill CA 94523
|Clear Sky Associates, LLC|Amerismog|(408) 264-7664|2250 Lincoln Ave|San Jose CA 95125
|EAST BAY RESTAURANT SUPPLY||510-627-0238|49 4TH STREET|OAKLAND CA 94607
|V & J Pure Water||4084276218|3975 Senter Rd|San Jose CA 95111
|All Bay Farmers' Market Association||6692375564|No physical address|
|Advanced Chemical Transport, Inc. DBA ACTenviro||408-548-5050|967 Mabury Road|San Jose CA 95133
|Advanced Chemical Transport, Inc. DBA ACTenviro||503-997-0340|1210 Elko Drive|Sunnyvale CA 94089
|Carnegie Mellon University|Carnegie Mellon Silicon Valley|650-335-2890|Nasa Research Park, South Akron road, B23|Moffett Field CA 94035
|Gateway Food and Liquor||408-642-7262|1305 N Bascom Ave Suite G|San Jose CA 95148
|Young Men's Christian Association of Silicon Valley|YMCA of Silicon Valley - Y Learning Lab for Super Scholars - Los Paseos Elementary|4083516422|No physical address|
|LUCKY GIFT SHOP||510-990-2478|1590 Berryessa Road|San Jose CA 95133
|NavInfo North America Corp||4084067398|20863 Stevens Creek Blvd, Suite 530|Cupertino CA 95014
|TargetDx Laboratory|TargetDx Laboratory|219-510-0120|6541-B Via Del Oro|San Jose CA 95119
|Town of Los Gatos - Civic Center||(408) 395-5310|110 E. Main Street|Los Gatos CA 95030
|Baker’s Lock and Key Service||4083779210|2951 Union Ave|San Jose CA 95124
|Surefox North America||650-505-0202|655 3rd Street|San Francisco CA 94107
|Old Republic Title||(408) 296-4500|12180 Saratoga-Sunnyvale Road|Saratoga CA 95070
|Surefox Consulting, LLC.||650-505-0202|655 3rd Street|San Francisco CA 94107
|ROCCI'S AUTO COLLISION||408-779-9090|17995 MONTEREY ST|MORGAN HILL CA 95037
|Community Reconstruction Solutions||650-692-3030|No physical address|
|Lake Santa Clara Swimming Pool - Phase 1||408-559-1977|Blue Lagoon Court|Santa Clara CA 95054
|Alto Swim Club LLC||650-714-5318|No physical address|
|LUCKY JEWELRY & GIFTS||408-238-2098|2471 ALVIN AV|SAN JOSE CA 95121
|American Sweeping & Maintenance Group, Inc.||408-866-1787|336 E. Gish Road|San Jose CA 95112
|Epicurean Group @ Archbishop Mitty High School||650-947-6800|5000 Mitty Avenue|San Jose CA 95129
|Pines Apartments||(408) 364-9659|80 W Rincon Ave|Campbell CA 95008
|Lexington Apartments||(408) 364-9659|1320 Lexington Drive|San Jose CA 95177
|Lunch With Tony|Tony Caters|408-263-4366 x706|5202 North First Street|Alviso CA 95002
|Water Outlet|none|408 779-1677|16985 Monterey rd. ste. 302|Morgan Hill Ca. CA 95037
|Brothers Body Shop||4087716393|715 Coleman Ave.|San Jose CA 95110
|Teazu Tea Lounge INC.||4159372412|969 Story RD STE 6033|San Jose CA 95122
|AT&T Services Inc.||510-367-1413|1160 Dell Ave|Campbell CA 95008
|Hoa Tien (HT)|Hoa Tien (HT)|408 971-1350|1723 Little Orchard # A|San Jose CA 95125
|Trinity Drilling, Inc.||831-426-5607|No physical address|
|San Gabriel Temporary Staffing Services - dba LaborMAX Staffing||408-848-5700|343 E Tenth Street, Ste D|Gilroy CA 95020
|Denodo Technologies Inc||650-566-8833|525 University Ave|Palo Alto CA 94301
|Lucaz window tinting||4084204420|90 S. white rd.  Unit 1|San José ca CA 95127
|SCC South County Reentry Resource Center||408-535-4294|8425 Murray Avenue|Gilroy CA 95020
|GeneGenieDx Corporation||857-259-2031|160 E Tasman Dr Ste 109|San Jose CA 95134
|Team San Jose|San Jose Center for Performing Arts|415-725-1289|255 S Almaden Blvd|San Jose CA 95133
|University Terrace at Stanford||925-771-8010|1580 Drake Way|Palo Alto CA 94306
|Krypt Inc.||408-214-3140|550 S. Winchester Blvd. Ste. 605|San Jose CA 95128
|Cinnabar Vineyards and Winery||408-858-1862|14612 Big Basin Way  Suite A|Saratoga CA 95070
|GC Security Design Inc.||(408) 868-2378|No physical address|
|Copenhagen Crown Bakery & Deli Corporation||4082073617|2079 El Camino Real|Santa Clara, Ca CA 95050
|Young Men's Christian Association of Silicon Valley|YMCA of Silicon Valley - Y Learning Lab for Super Scholars at Scott Lane Elementary|4083516422|No physical address|
|Young Men's Christian Association of Silicon Valley|YMCA of Silicon Valley - Y Learning Lab for Super Scholars at Pomeroy Elementary|4083516422|No physical address|
|Danisco US. Inc||650-846-4041|925 & 955 Page Mill Road|Palo Alto CA 94304
|1919-1945 Gamel way|D/S Gamel  Way ,LLC--|650-961-6135|1919-1945 Gamel Way|Mountain View CA 94040
|Carlos Perez David Art and Design||408 768-1099|Stern Hall 618 Escondido Road|Stanford CA 94305
|Young Men's Christian Association of Silicon Valley|YMCA of Silicon Valley - Y Learning Lab for Super Scholars at Rucker Elementary|4083516422|No physical address|
|Del Carmen Apartments|Del Carmen Apartments|408 356-5102|842 N Rengstorff Ave.|Mountain View CA 94043
|Camareno Theatricals, Inc.||818-359-2412|No physical address|
|Crown Energy Service, Inc.|Able Engineering Services|4158404306|3026 Scott Blvd.|Santa Clara CA 95054
|yip's auto center||408-297-7455|135 keyes st|san jose CA 95112
